uid,source,region,cost
3757,smm,vladimir,28900
3758,smm,orel,30400
3759,cpc_adwords,orel,43700
3760,cpc_direct,moscow,42400
3761,smm,volgograd,27700
3762,cpc_adwords,spb,28900
3763,smm,volgograd,24700
3764,smm,volgograd,37700
3765,seo,vladimir,24200
3766,smm,ekb,24400
3767,cpc_direct,vladimir,32000
3768,smm,moscow,29900
3769,cpc_adwords,ekb,37700
3770,smm,volgograd,20400
3771,cpc_adwords,volgograd,38300
3772,seo,spb,34300
3773,seo,moscow,29500
3774,seo,vladimir,45200
3775,cpc_adwords,ekb,35500
3776,smm,vladimir,25300
3777,cpc_direct,orel,46400
3778,seo,moscow,20600
3779,cpc_adwords,ekb,31300
3780,cpc_adwords,ekb,28400
3781,cpc_adwords,orel,27500
3782,smm,spb,27800
3783,cpc_direct,volgograd,29700
3784,smm,vladimir,36000
3785,cpc_direct,moscow,46400
3786,cpc_direct,orel,39800
3787,cpc_direct,volgograd,29400
3788,smm,orel,25700
3789,smm,vladimir,20900
3790,seo,spb,37500
3791,seo,moscow,41300
3792,seo,vladimir,25400
3793,cpc_adwords,vladimir,26800
3794,smm,vladimir,30100
3795,cpc_direct,spb,35500
3796,smm,orel,20500
3797,cpc_adwords,orel,43100
3798,smm,moscow,40600
3799,seo,orel,30300
3800,smm,ekb,25700
3801,cpc_adwords,orel,33100
3802,cpc_direct,vladimir,30300
3803,smm,ekb,22700
3804,seo,spb,31700
3805,cpc_direct,spb,41500
3806,smm,orel,24900
3807,cpc_adwords,orel,38900
3808,cpc_direct,vladimir,48000
3809,cpc_adwords,vladimir,49000
3810,cpc_adwords,vladimir,29900
3811,cpc_adwords,volgograd,37600
3812,seo,ekb,20500
3813,smm,moscow,31200
3814,cpc_direct,vladimir,22900
3815,cpc_adwords,volgograd,42300
3816,cpc_direct,orel,20900
3817,cpc_adwords,spb,40100
3818,cpc_direct,orel,41000
3819,cpc_direct,moscow,35400
3820,cpc_adwords,orel,44600
3821,seo,moscow,48500
3822,seo,vladimir,47400
3823,cpc_direct,spb,28600
3824,smm,ekb,25300
3825,smm,volgograd,27200
3826,cpc_direct,moscow,30000
3827,cpc_direct,moscow,37700
3828,smm,volgograd,48000
3829,smm,volgograd,48000
3830,cpc_direct,spb,47700
3831,cpc_adwords,ekb,29300
3832,smm,moscow,47800
3833,seo,spb,31500
3834,seo,vladimir,32800
3835,cpc_direct,orel,35700
3836,cpc_direct,vladimir,47800
3837,cpc_adwords,ekb,41100
3838,smm,orel,33000
3839,cpc_direct,vladimir,41000
3840,smm,spb,47800
3841,smm,orel,46700
3842,smm,vladimir,30900
3843,cpc_direct,vladimir,37000
3844,cpc_direct,volgograd,40800
3845,cpc_adwords,moscow,30000
3846,smm,orel,33600
3847,cpc_direct,spb,24900
3848,cpc_direct,moscow,26400
3849,seo,orel,44400
3850,smm,moscow,46300
3851,seo,spb,22800
3852,seo,moscow,46700
3853,cpc_adwords,volgograd,22700
3854,cpc_direct,volgograd,32800
3855,seo,moscow,31700
3856,seo,volgograd,35300
3857,seo,spb,32800
3858,smm,orel,49000
3859,smm,moscow,49000
3860,cpc_adwords,ekb,46000
3861,cpc_adwords,vladimir,27800
3862,cpc_adwords,vladimir,35400
3863,cpc_direct,orel,20800
3864,smm,vladimir,39100
3865,cpc_direct,moscow,40700
3866,seo,volgograd,29000
3867,cpc_adwords,volgograd,33300
3868,seo,spb,33300
3869,cpc_adwords,ekb,28700
3870,smm,spb,30100
3871,cpc_direct,vladimir,37900
3872,smm,ekb,35600
3873,seo,vladimir,29900
3874,seo,vladimir,21100
3875,cpc_adwords,moscow,45900
3876,cpc_adwords,spb,21100
3877,smm,vladimir,31600
3878,cpc_adwords,orel,26500
3879,smm,ekb,35100
3880,cpc_direct,moscow,31800
3881,smm,moscow,46100
3882,seo,spb,30500
3883,seo,volgograd,31700
3884,cpc_direct,ekb,47600
3885,smm,volgograd,22800
3886,cpc_adwords,moscow,29700
3887,cpc_direct,spb,41400
3888,cpc_adwords,volgograd,24000
3889,cpc_adwords,orel,23100
3890,cpc_direct,orel,22000
3891,smm,spb,36100
3892,cpc_adwords,vladimir,39800
3893,cpc_direct,volgograd,33200
3894,smm,ekb,28000
3895,cpc_direct,moscow,44400
3896,cpc_direct,moscow,46100
3897,seo,volgograd,48500
3898,seo,ekb,26100
3899,cpc_adwords,volgograd,28300
3900,smm,moscow,21000
3901,smm,moscow,39900
3902,seo,orel,21000
3903,cpc_direct,volgograd,33800
3904,cpc_direct,orel,29200
3905,cpc_adwords,orel,38400
3906,cpc_adwords,orel,29400
3907,smm,orel,46900
3908,cpc_direct,ekb,47900
3909,cpc_adwords,spb,41200
3910,smm,ekb,30000
