uid,date,event_type,price,cogs
249,3/5/20,visit,,
249,3/3/20,visit,,
249,3/7/20,visit,,
390,3/4/20,visit,,
390,3/3/20,visit,,
390,3/5/20,visit,,
390,3/5/20,purchase,83800,31844
390,3/4/20,visit,,
390,3/6/20,visit,,
390,3/3/20,visit,,
390,3/7/20,visit,,
390,3/7/20,purchase,19300,14282
390,3/2/20,visit,,
390,3/2/20,purchase,42100,21471
390,3/1/20,visit,,
390,3/1/20,purchase,122500,42875
373,3/2/20,visit,,
373,3/2/20,purchase,59600,14900
15,3/4/20,visit,,
15,3/5/20,visit,,
15,3/5/20,purchase,76900,27684
15,3/6/20,visit,,
15,3/1/20,visit,,
15,3/6/20,visit,,
15,3/6/20,purchase,50800,19812
15,3/7/20,visit,,
15,3/7/20,purchase,51700,28952
15,3/7/20,visit,,
15,3/7/20,purchase,60200,27090
15,3/7/20,visit,,
100,3/7/20,visit,,
100,3/6/20,visit,,
100,3/5/20,visit,,
100,3/5/20,purchase,60400,31408
100,3/5/20,visit,,
277,3/1/20,visit,,
277,3/7/20,visit,,
277,3/7/20,purchase,89500,62650
277,3/4/20,visit,,
277,3/1/20,visit,,
277,3/1/20,purchase,72600,23958
277,3/1/20,visit,,
83,3/6/20,visit,,
83,3/3/20,visit,,
83,3/2/20,visit,,
117,3/3/20,visit,,
117,3/7/20,visit,,
117,3/3/20,visit,,
117,3/3/20,purchase,103300,42353
117,3/2/20,visit,,
117,3/7/20,visit,,
117,3/2/20,visit,,
117,3/5/20,visit,,
117,3/2/20,visit,,
355,3/5/20,visit,,
253,3/5/20,visit,,
253,3/5/20,purchase,31400,22294
253,3/4/20,visit,,
434,3/6/20,visit,,
434,3/3/20,visit,,
434,3/1/20,visit,,
434,3/5/20,visit,,
434,3/2/20,visit,,
434,3/2/20,purchase,43800,24090
434,3/6/20,visit,,
334,3/2/20,visit,,
334,3/2/20,purchase,99800,61876
334,3/3/20,visit,,
334,3/5/20,visit,,
334,3/5/20,visit,,
334,3/2/20,visit,,
189,3/7/20,visit,,
189,3/7/20,purchase,50500,19190
189,3/3/20,visit,,
189,3/4/20,visit,,
189,3/4/20,visit,,
189,3/2/20,visit,,
189,3/3/20,visit,,
189,3/6/20,visit,,
189,3/6/20,purchase,22200,5994
189,3/7/20,visit,,
189,3/5/20,visit,,
189,3/5/20,purchase,89100,55242
441,3/2/20,visit,,
441,3/6/20,visit,,
126,3/3/20,visit,,
126,3/7/20,visit,,
146,3/3/20,visit,,
146,3/4/20,visit,,
146,3/7/20,visit,,
146,3/5/20,visit,,
146,3/5/20,purchase,34200,17784
146,3/6/20,visit,,
167,3/5/20,visit,,
167,3/3/20,visit,,
167,3/3/20,purchase,112000,76160
167,3/5/20,visit,,
167,3/5/20,purchase,58200,34338
167,3/3/20,visit,,
167,3/3/20,purchase,26900,15333
177,3/4/20,visit,,
177,3/7/20,visit,,
177,3/3/20,visit,,
177,3/4/20,visit,,
177,3/4/20,purchase,83200,60736
375,3/4/20,visit,,
375,3/1/20,visit,,
375,3/5/20,visit,,
375,3/4/20,visit,,
118,3/3/20,visit,,
118,3/5/20,visit,,
118,3/5/20,purchase,158400,95040
118,3/2/20,visit,,
118,3/7/20,visit,,
118,3/6/20,visit,,
118,3/6/20,purchase,180000,124200
118,3/4/20,visit,,
118,3/4/20,purchase,114800,29848
118,3/5/20,visit,,
118,3/5/20,purchase,147100,63253
396,3/3/20,visit,,
396,3/3/20,purchase,133900,41509
396,3/4/20,visit,,
396,3/4/20,purchase,47500,31825
396,3/7/20,visit,,
396,3/3/20,visit,,
396,3/4/20,visit,,
349,3/3/20,visit,,
349,3/2/20,visit,,
349,3/7/20,visit,,
131,3/3/20,visit,,
131,3/3/20,purchase,11800,6254
131,3/7/20,visit,,
30,3/6/20,visit,,
30,3/6/20,visit,,
162,3/7/20,visit,,
271,3/5/20,visit,,
271,3/6/20,visit,,
271,3/2/20,visit,,
271,3/2/20,visit,,
271,3/1/20,visit,,
294,3/5/20,visit,,
294,3/4/20,visit,,
195,3/3/20,visit,,
195,3/2/20,visit,,
195,3/5/20,visit,,
195,3/7/20,visit,,
195,3/4/20,visit,,
195,3/5/20,visit,,
195,3/5/20,purchase,59700,38805
195,3/1/20,visit,,
195,3/1/20,purchase,76000,52440
195,3/3/20,visit,,
195,3/5/20,visit,,
260,3/4/20,visit,,
260,3/5/20,visit,,
260,3/5/20,purchase,60600,16362
260,3/1/20,visit,,
260,3/6/20,visit,,
260,3/6/20,purchase,38600,15054
368,3/4/20,visit,,
267,3/4/20,visit,,
267,3/4/20,purchase,67000,30820
184,3/5/20,visit,,
184,3/3/20,visit,,
184,3/3/20,purchase,46700,21949
184,3/4/20,visit,,
361,3/6/20,visit,,
361,3/7/20,visit,,
361,3/7/20,visit,,
101,3/3/20,visit,,
101,3/7/20,visit,,
309,3/2/20,visit,,
309,3/7/20,visit,,
309,3/6/20,visit,,
27,3/2/20,visit,,
27,3/6/20,visit,,
27,3/1/20,visit,,
235,3/5/20,visit,,
235,3/2/20,visit,,
235,3/6/20,visit,,
235,3/1/20,visit,,
235,3/5/20,visit,,
235,3/3/20,visit,,
235,3/5/20,visit,,
235,3/5/20,visit,,
235,3/5/20,purchase,120100,58849
235,3/5/20,visit,,
156,3/1/20,visit,,
156,3/1/20,purchase,16600,6806
156,3/1/20,visit,,
156,3/7/20,visit,,
156,3/3/20,visit,,
156,3/2/20,visit,,
156,3/7/20,visit,,
156,3/3/20,visit,,
322,3/6/20,visit,,
322,3/6/20,visit,,
322,3/5/20,visit,,
322,3/5/20,purchase,24700,6422
322,3/3/20,visit,,
322,3/7/20,visit,,
387,3/5/20,visit,,
387,3/3/20,visit,,
387,3/3/20,purchase,38300,20682
387,3/2/20,visit,,
387,3/2/20,purchase,127700,65127
387,3/2/20,visit,,
387,3/7/20,visit,,
387,3/2/20,visit,,
387,3/2/20,purchase,113900,72896
387,3/4/20,visit,,
387,3/4/20,purchase,101900,48912
387,3/3/20,visit,,
387,3/2/20,visit,,
22,3/1/20,visit,,
210,3/3/20,visit,,
210,3/3/20,visit,,
210,3/6/20,visit,,
210,3/7/20,visit,,
210,3/7/20,purchase,68400,25992
210,3/5/20,visit,,
329,3/3/20,visit,,
286,3/5/20,visit,,
286,3/5/20,purchase,173200,114312
286,3/1/20,visit,,
286,3/5/20,visit,,
286,3/7/20,visit,,
286,3/6/20,visit,,
286,3/5/20,visit,,
60,3/4/20,visit,,
60,3/6/20,visit,,
60,3/4/20,visit,,
60,3/2/20,visit,,
60,3/2/20,purchase,7600,3876
60,3/7/20,visit,,
60,3/2/20,visit,,
60,3/1/20,visit,,
72,3/7/20,visit,,
72,3/7/20,visit,,
72,3/1/20,visit,,
72,3/1/20,purchase,79100,21357
72,3/1/20,visit,,
73,3/1/20,visit,,
73,3/4/20,visit,,
73,3/5/20,visit,,
73,3/7/20,visit,,
331,3/4/20,visit,,
331,3/4/20,visit,,
331,3/3/20,visit,,
393,3/1/20,visit,,
393,3/2/20,visit,,
393,3/5/20,visit,,
393,3/4/20,visit,,
341,3/7/20,visit,,
54,3/3/20,visit,,
54,3/3/20,purchase,76900,34605
54,3/2/20,visit,,
54,3/2/20,purchase,117900,42444
54,3/7/20,visit,,
54,3/1/20,visit,,
54,3/6/20,visit,,
54,3/1/20,visit,,
231,3/2/20,visit,,
231,3/3/20,visit,,
231,3/6/20,visit,,
231,3/3/20,visit,,
231,3/3/20,purchase,147700,47264
231,3/5/20,visit,,
231,3/2/20,visit,,
231,3/3/20,visit,,
231,3/6/20,visit,,
231,3/6/20,purchase,161200,75764
209,3/7/20,visit,,
209,3/7/20,visit,,
209,3/2/20,visit,,
405,3/7/20,visit,,
405,3/6/20,visit,,
171,3/2/20,visit,,
178,3/7/20,visit,,
178,3/4/20,visit,,
178,3/4/20,purchase,117300,29325
178,3/6/20,visit,,
178,3/4/20,visit,,
178,3/6/20,visit,,
178,3/2/20,visit,,
178,3/2/20,visit,,
178,3/2/20,visit,,
178,3/1/20,visit,,
10,3/3/20,visit,,
10,3/5/20,visit,,
10,3/7/20,visit,,
10,3/7/20,purchase,131700,93507
10,3/3/20,visit,,
17,3/4/20,visit,,
17,3/7/20,visit,,
17,3/7/20,purchase,127000,63500
17,3/6/20,visit,,
17,3/4/20,visit,,
17,3/4/20,purchase,82200,44388
17,3/2/20,visit,,
17,3/6/20,visit,,
17,3/3/20,visit,,
17,3/7/20,visit,,
17,3/7/20,purchase,22800,14820
17,3/3/20,visit,,
148,3/1/20,visit,,
148,3/4/20,visit,,
148,3/4/20,visit,,
148,3/4/20,purchase,86400,39744
148,3/3/20,visit,,
148,3/6/20,visit,,
148,3/6/20,visit,,
148,3/4/20,visit,,
148,3/4/20,purchase,89100,50787
148,3/3/20,visit,,
148,3/3/20,purchase,75000,27750
297,3/1/20,visit,,
297,3/5/20,visit,,
297,3/2/20,visit,,
297,3/6/20,visit,,
297,3/2/20,visit,,
297,3/3/20,visit,,
297,3/3/20,visit,,
297,3/3/20,purchase,57000,37050
297,3/6/20,visit,,
297,3/3/20,visit,,
8,3/2/20,visit,,
8,3/2/20,purchase,9900,7227
8,3/5/20,visit,,
8,3/5/20,visit,,
201,3/2/20,visit,,
201,3/6/20,visit,,
201,3/4/20,visit,,
201,3/5/20,visit,,
201,3/5/20,purchase,134900,62054
201,3/3/20,visit,,
276,3/4/20,visit,,
276,3/5/20,visit,,
276,3/3/20,visit,,
276,3/3/20,purchase,17700,4425
70,3/3/20,visit,,
70,3/2/20,visit,,
70,3/4/20,visit,,
70,3/2/20,visit,,
70,3/6/20,visit,,
70,3/2/20,visit,,
70,3/1/20,visit,,
51,3/5/20,visit,,
51,3/3/20,visit,,
252,3/2/20,visit,,
252,3/2/20,purchase,34800,13224
252,3/5/20,visit,,
252,3/5/20,visit,,
252,3/1/20,visit,,
252,3/1/20,purchase,90100,64872
252,3/6/20,visit,,
252,3/4/20,visit,,
252,3/2/20,visit,,
252,3/2/20,purchase,31400,10676
252,3/7/20,visit,,
252,3/2/20,visit,,
252,3/2/20,purchase,79900,59925
420,3/6/20,visit,,
420,3/1/20,visit,,
50,3/6/20,visit,,
50,3/6/20,purchase,41100,21372
50,3/6/20,visit,,
50,3/3/20,visit,,
50,3/2/20,visit,,
50,3/3/20,visit,,
208,3/5/20,visit,,
208,3/1/20,visit,,
208,3/1/20,visit,,
336,3/6/20,visit,,
336,3/5/20,visit,,
336,3/6/20,visit,,
397,3/4/20,visit,,
397,3/4/20,purchase,44900,31879
397,3/1/20,visit,,
397,3/6/20,visit,,
397,3/6/20,purchase,38700,22833
397,3/4/20,visit,,
397,3/6/20,visit,,
397,3/4/20,visit,,
397,3/1/20,visit,,
397,3/1/20,purchase,20200,9494
64,3/1/20,visit,,
64,3/5/20,visit,,
64,3/1/20,visit,,
64,3/5/20,visit,,
64,3/6/20,visit,,
64,3/6/20,visit,,
64,3/6/20,purchase,109000,31610
64,3/6/20,visit,,
64,3/6/20,purchase,97700,40057
64,3/5/20,visit,,
94,3/5/20,visit,,
94,3/4/20,visit,,
94,3/7/20,visit,,
94,3/6/20,visit,,
94,3/5/20,visit,,
94,3/3/20,visit,,
94,3/2/20,visit,,
272,3/1/20,visit,,
272,3/5/20,visit,,
272,3/7/20,visit,,
272,3/1/20,visit,,
272,3/6/20,visit,,
272,3/6/20,purchase,120200,46878
272,3/3/20,visit,,
272,3/3/20,purchase,53000,36570
272,3/6/20,visit,,
272,3/6/20,purchase,39800,30248
298,3/5/20,visit,,
298,3/5/20,visit,,
298,3/5/20,purchase,143200,64440
298,3/5/20,visit,,
315,3/3/20,visit,,
315,3/3/20,visit,,
315,3/7/20,visit,,
315,3/7/20,visit,,
315,3/3/20,visit,,
315,3/3/20,purchase,71700,33699
315,3/3/20,visit,,
315,3/3/20,purchase,21700,5859
315,3/1/20,visit,,
241,3/4/20,visit,,
241,3/1/20,visit,,
241,3/5/20,visit,,
241,3/6/20,visit,,
374,3/4/20,visit,,
374,3/1/20,visit,,
374,3/5/20,visit,,
374,3/5/20,purchase,39700,17071
374,3/7/20,visit,,
374,3/7/20,purchase,93300,56913
198,3/1/20,visit,,
198,3/1/20,purchase,144500,37570
198,3/3/20,visit,,
198,3/5/20,visit,,
198,3/3/20,visit,,
198,3/7/20,visit,,
198,3/6/20,visit,,
198,3/3/20,visit,,
198,3/5/20,visit,,
198,3/5/20,purchase,39600,28116
198,3/2/20,visit,,
124,3/7/20,visit,,
124,3/4/20,visit,,
124,3/4/20,purchase,181500,74415
124,3/7/20,visit,,
124,3/7/20,purchase,140700,78792
124,3/2/20,visit,,
140,3/3/20,visit,,
140,3/7/20,visit,,
140,3/7/20,purchase,223900,94038
140,3/3/20,visit,,
140,3/7/20,visit,,
140,3/3/20,visit,,
140,3/3/20,purchase,33000,22110
140,3/1/20,visit,,
140,3/7/20,visit,,
112,3/6/20,visit,,
112,3/6/20,purchase,57300,39537
112,3/5/20,visit,,
112,3/7/20,visit,,
112,3/6/20,visit,,
112,3/3/20,visit,,
112,3/7/20,visit,,
112,3/7/20,purchase,27500,12375
112,3/6/20,visit,,
29,3/5/20,visit,,
29,3/2/20,visit,,
29,3/2/20,visit,,
29,3/4/20,visit,,
29,3/4/20,visit,,
43,3/5/20,visit,,
43,3/5/20,purchase,30900,20703
43,3/7/20,visit,,
43,3/5/20,visit,,
43,3/3/20,visit,,
43,3/3/20,purchase,130000,92300
402,3/4/20,visit,,
402,3/5/20,visit,,
402,3/5/20,purchase,58300,17490
402,3/5/20,visit,,
402,3/5/20,visit,,
402,3/7/20,visit,,
402,3/5/20,visit,,
402,3/5/20,purchase,221800,73194
402,3/1/20,visit,,
402,3/2/20,visit,,
402,3/2/20,purchase,129800,98648
402,3/6/20,visit,,
205,3/7/20,visit,,
205,3/6/20,visit,,
205,3/6/20,purchase,95500,45840
205,3/6/20,visit,,
205,3/6/20,visit,,
205,3/3/20,visit,,
205,3/6/20,visit,,
205,3/2/20,visit,,
205,3/2/20,purchase,31000,14570
205,3/1/20,visit,,
205,3/1/20,purchase,65100,30597
102,3/3/20,visit,,
102,3/4/20,visit,,
102,3/1/20,visit,,
102,3/4/20,visit,,
102,3/2/20,visit,,
102,3/5/20,visit,,
102,3/5/20,visit,,
52,3/1/20,visit,,
52,3/5/20,visit,,
52,3/5/20,purchase,68700,20610
52,3/2/20,visit,,
52,3/2/20,purchase,17000,6800
52,3/6/20,visit,,
52,3/6/20,visit,,
52,3/6/20,purchase,143100,54378
52,3/2/20,visit,,
52,3/2/20,purchase,84200,24418
52,3/6/20,visit,,
52,3/7/20,visit,,
52,3/7/20,purchase,89300,48222
52,3/1/20,visit,,
403,3/7/20,visit,,
403,3/2/20,visit,,
403,3/6/20,visit,,
403,3/6/20,purchase,67400,30330
403,3/4/20,visit,,
403,3/7/20,visit,,
196,3/2/20,visit,,
364,3/3/20,visit,,
364,3/3/20,purchase,83700,49383
364,3/5/20,visit,,
364,3/6/20,visit,,
364,3/6/20,purchase,74700,39591
364,3/4/20,visit,,
364,3/2/20,visit,,
364,3/7/20,visit,,
364,3/3/20,visit,,
364,3/3/20,purchase,80000,28000
364,3/4/20,visit,,
147,3/1/20,visit,,
147,3/5/20,visit,,
147,3/6/20,visit,,
147,3/3/20,visit,,
147,3/3/20,purchase,93500,53295
147,3/1/20,visit,,
147,3/1/20,purchase,83700,42687
147,3/7/20,visit,,
147,3/7/20,purchase,40000,16000
147,3/1/20,visit,,
147,3/1/20,purchase,16000,7360
348,3/6/20,visit,,
348,3/7/20,visit,,
348,3/5/20,visit,,
348,3/5/20,purchase,104300,44849
348,3/6/20,visit,,
348,3/3/20,visit,,
348,3/4/20,visit,,
348,3/6/20,visit,,
348,3/6/20,visit,,
348,3/7/20,visit,,
410,3/5/20,visit,,
410,3/3/20,visit,,
410,3/3/20,purchase,172600,125998
410,3/1/20,visit,,
410,3/3/20,visit,,
410,3/3/20,purchase,173100,114246
410,3/2/20,visit,,
343,3/1/20,visit,,
343,3/2/20,visit,,
343,3/2/20,visit,,
343,3/7/20,visit,,
343,3/7/20,visit,,
343,3/4/20,visit,,
127,3/3/20,visit,,
127,3/4/20,visit,,
127,3/4/20,visit,,
127,3/7/20,visit,,
127,3/7/20,purchase,110800,45428
61,3/4/20,visit,,
61,3/4/20,visit,,
61,3/2/20,visit,,
61,3/2/20,visit,,
61,3/1/20,visit,,
61,3/1/20,purchase,13200,5280
61,3/2/20,visit,,
61,3/7/20,visit,,
305,3/2/20,visit,,
305,3/5/20,visit,,
305,3/3/20,visit,,
305,3/5/20,visit,,
305,3/3/20,visit,,
305,3/3/20,visit,,
305,3/3/20,visit,,
311,3/5/20,visit,,
311,3/6/20,visit,,
311,3/7/20,visit,,
311,3/7/20,visit,,
311,3/3/20,visit,,
311,3/6/20,visit,,
311,3/2/20,visit,,
311,3/7/20,visit,,
311,3/7/20,purchase,35700,23919
183,3/6/20,visit,,
183,3/5/20,visit,,
183,3/4/20,visit,,
183,3/4/20,purchase,187400,110566
183,3/5/20,visit,,
183,3/5/20,purchase,170000,103700
183,3/3/20,visit,,
183,3/6/20,visit,,
183,3/6/20,visit,,
183,3/7/20,visit,,
359,3/5/20,visit,,
359,3/2/20,visit,,
359,3/2/20,visit,,
194,3/2/20,visit,,
194,3/1/20,visit,,
194,3/7/20,visit,,
194,3/7/20,visit,,
194,3/7/20,purchase,36200,24254
194,3/2/20,visit,,
194,3/6/20,visit,,
194,3/4/20,visit,,
194,3/4/20,purchase,157100,114683
262,3/3/20,visit,,
262,3/3/20,visit,,
262,3/5/20,visit,,
262,3/4/20,visit,,
262,3/4/20,purchase,22400,8064
262,3/7/20,visit,,
262,3/7/20,purchase,108800,67456
325,3/3/20,visit,,
325,3/7/20,visit,,
325,3/7/20,visit,,
325,3/5/20,visit,,
325,3/5/20,visit,,
325,3/5/20,purchase,146700,54279
325,3/3/20,visit,,
325,3/4/20,visit,,
325,3/4/20,purchase,83600,30096
325,3/6/20,visit,,
325,3/6/20,purchase,90200,36982
325,3/2/20,visit,,
157,3/7/20,visit,,
157,3/5/20,visit,,
157,3/3/20,visit,,
157,3/1/20,visit,,
157,3/6/20,visit,,
157,3/4/20,visit,,
157,3/7/20,visit,,
157,3/7/20,purchase,128800,72128
157,3/3/20,visit,,
236,3/3/20,visit,,
236,3/3/20,visit,,
236,3/3/20,purchase,39700,23820
63,3/2/20,visit,,
63,3/6/20,visit,,
63,3/2/20,visit,,
63,3/7/20,visit,,
63,3/7/20,purchase,144800,97016
63,3/2/20,visit,,
63,3/3/20,visit,,
63,3/1/20,visit,,
63,3/1/20,purchase,149300,62706
289,3/6/20,visit,,
91,3/5/20,visit,,
91,3/5/20,purchase,106300,59528
91,3/5/20,visit,,
91,3/7/20,visit,,
91,3/7/20,visit,,
91,3/4/20,visit,,
91,3/3/20,visit,,
91,3/2/20,visit,,
91,3/2/20,purchase,103800,75774
91,3/1/20,visit,,
91,3/1/20,purchase,124200,59616
14,3/7/20,visit,,
14,3/6/20,visit,,
14,3/3/20,visit,,
14,3/3/20,visit,,
14,3/3/20,visit,,
23,3/4/20,visit,,
23,3/4/20,visit,,
23,3/4/20,purchase,167000,58450
23,3/6/20,visit,,
266,3/2/20,visit,,
142,3/7/20,visit,,
142,3/6/20,visit,,
142,3/7/20,visit,,
142,3/5/20,visit,,
142,3/3/20,visit,,
142,3/3/20,purchase,26300,8153
142,3/4/20,visit,,
142,3/3/20,visit,,
142,3/3/20,purchase,63100,29657
142,3/1/20,visit,,
142,3/1/20,visit,,
258,3/7/20,visit,,
258,3/6/20,visit,,
111,3/2/20,visit,,
111,3/4/20,visit,,
111,3/5/20,visit,,
111,3/3/20,visit,,
111,3/3/20,visit,,
111,3/5/20,visit,,
111,3/7/20,visit,,
111,3/4/20,visit,,
111,3/7/20,visit,,
128,3/1/20,visit,,
128,3/6/20,visit,,
128,3/6/20,purchase,34100,23188
128,3/3/20,visit,,
128,3/2/20,visit,,
128,3/5/20,visit,,
164,3/5/20,visit,,
164,3/7/20,visit,,
429,3/3/20,visit,,
429,3/6/20,visit,,
429,3/2/20,visit,,
429,3/2/20,purchase,122000,80520
429,3/6/20,visit,,
429,3/4/20,visit,,
429,3/1/20,visit,,
429,3/6/20,visit,,
429,3/5/20,visit,,
429,3/5/20,visit,,
273,3/1/20,visit,,
273,3/4/20,visit,,
273,3/4/20,purchase,39200,18032
273,3/5/20,visit,,
273,3/3/20,visit,,
273,3/3/20,purchase,12000,7320
273,3/4/20,visit,,
273,3/1/20,visit,,
151,3/1/20,visit,,
151,3/3/20,visit,,
151,3/3/20,visit,,
151,3/4/20,visit,,
151,3/4/20,purchase,26700,18156
204,3/5/20,visit,,
204,3/1/20,visit,,
204,3/1/20,purchase,147300,72177
204,3/6/20,visit,,
204,3/6/20,purchase,103800,47748
204,3/2/20,visit,,
204,3/2/20,purchase,23400,10062
204,3/5/20,visit,,
204,3/5/20,visit,,
204,3/7/20,visit,,
153,3/2/20,visit,,
153,3/2/20,purchase,51900,22317
153,3/7/20,visit,,
153,3/4/20,visit,,
153,3/3/20,visit,,
149,3/7/20,visit,,
149,3/3/20,visit,,
149,3/7/20,visit,,
149,3/6/20,visit,,
149,3/5/20,visit,,
149,3/3/20,visit,,
149,3/3/20,purchase,109600,47128
149,3/1/20,visit,,
149,3/1/20,purchase,67900,19691
223,3/6/20,visit,,
223,3/6/20,purchase,127400,58604
38,3/1/20,visit,,
38,3/5/20,visit,,
38,3/2/20,visit,,
38,3/1/20,visit,,
38,3/7/20,visit,,
38,3/5/20,visit,,
38,3/1/20,visit,,
237,3/6/20,visit,,
237,3/7/20,visit,,
237,3/3/20,visit,,
237,3/3/20,visit,,
237,3/5/20,visit,,
257,3/7/20,visit,,
257,3/3/20,visit,,
257,3/1/20,visit,,
257,3/4/20,visit,,
257,3/3/20,visit,,
257,3/7/20,visit,,
257,3/1/20,visit,,
313,3/6/20,visit,,
130,3/1/20,visit,,
130,3/1/20,purchase,98600,31552
342,3/1/20,visit,,
342,3/6/20,visit,,
342,3/7/20,visit,,
342,3/7/20,visit,,
342,3/4/20,visit,,
342,3/3/20,visit,,
342,3/2/20,visit,,
342,3/4/20,visit,,
438,3/6/20,visit,,
438,3/1/20,visit,,
438,3/2/20,visit,,
438,3/4/20,visit,,
438,3/7/20,visit,,
438,3/6/20,visit,,
438,3/6/20,visit,,
438,3/2/20,visit,,
438,3/4/20,visit,,
39,3/4/20,visit,,
39,3/4/20,visit,,
39,3/6/20,visit,,
39,3/6/20,visit,,
39,3/5/20,visit,,
280,3/5/20,visit,,
280,3/5/20,visit,,
280,3/7/20,visit,,
280,3/1/20,visit,,
280,3/1/20,purchase,145400,75608
280,3/1/20,visit,,
280,3/2/20,visit,,
280,3/2/20,purchase,36500,10950
280,3/3/20,visit,,
394,3/2/20,visit,,
394,3/1/20,visit,,
394,3/4/20,visit,,
394,3/4/20,visit,,
394,3/7/20,visit,,
394,3/1/20,visit,,
394,3/1/20,purchase,50000,33500
394,3/2/20,visit,,
394,3/5/20,visit,,
214,3/1/20,visit,,
214,3/1/20,visit,,
214,3/2/20,visit,,
214,3/7/20,visit,,
214,3/7/20,purchase,46600,13514
214,3/3/20,visit,,
214,3/5/20,visit,,
214,3/3/20,visit,,
214,3/3/20,purchase,72700,28353
214,3/5/20,visit,,
214,3/5/20,visit,,
310,3/3/20,visit,,
304,3/3/20,visit,,
304,3/7/20,visit,,
304,3/5/20,visit,,
304,3/5/20,visit,,
304,3/1/20,visit,,
304,3/1/20,purchase,136700,62882
304,3/2/20,visit,,
304,3/2/20,purchase,153400,52156
304,3/4/20,visit,,
181,3/3/20,visit,,
181,3/7/20,visit,,
181,3/1/20,visit,,
181,3/6/20,visit,,
181,3/4/20,visit,,
181,3/4/20,visit,,
181,3/4/20,visit,,
181,3/2/20,visit,,
246,3/1/20,visit,,
246,3/7/20,visit,,
246,3/1/20,visit,,
47,3/6/20,visit,,
47,3/5/20,visit,,
47,3/2/20,visit,,
230,3/7/20,visit,,
230,3/7/20,visit,,
230,3/7/20,purchase,14000,7560
230,3/5/20,visit,,
230,3/4/20,visit,,
230,3/1/20,visit,,
408,3/7/20,visit,,
408,3/5/20,visit,,
408,3/1/20,visit,,
408,3/4/20,visit,,
408,3/3/20,visit,,
408,3/5/20,visit,,
408,3/5/20,purchase,72800,39312
408,3/2/20,visit,,
9,3/7/20,visit,,
9,3/2/20,visit,,
9,3/2/20,purchase,51500,24205
9,3/7/20,visit,,
9,3/2/20,visit,,
9,3/2/20,visit,,
9,3/1/20,visit,,
9,3/7/20,visit,,
9,3/3/20,visit,,
9,3/3/20,visit,,
254,3/2/20,visit,,
254,3/3/20,visit,,
254,3/4/20,visit,,
254,3/3/20,visit,,
133,3/3/20,visit,,
133,3/2/20,visit,,
133,3/1/20,visit,,
133,3/7/20,visit,,
133,3/3/20,visit,,
233,3/7/20,visit,,
233,3/4/20,visit,,
233,3/1/20,visit,,
233,3/7/20,visit,,
233,3/7/20,purchase,190000,121600
233,3/2/20,visit,,
233,3/3/20,visit,,
233,3/2/20,visit,,
233,3/2/20,purchase,144400,99636
314,3/7/20,visit,,
314,3/1/20,visit,,
314,3/6/20,visit,,
314,3/5/20,visit,,
295,3/1/20,visit,,
295,3/2/20,visit,,
295,3/1/20,visit,,
295,3/4/20,visit,,
295,3/1/20,visit,,
295,3/2/20,visit,,
295,3/6/20,visit,,
295,3/3/20,visit,,
295,3/3/20,purchase,52300,18828
399,3/4/20,visit,,
399,3/2/20,visit,,
399,3/5/20,visit,,
399,3/4/20,visit,,
399,3/2/20,visit,,
279,3/5/20,visit,,
279,3/7/20,visit,,
279,3/7/20,visit,,
279,3/5/20,visit,,
279,3/4/20,visit,,
363,3/5/20,visit,,
363,3/1/20,visit,,
363,3/4/20,visit,,
350,3/7/20,visit,,
174,3/7/20,visit,,
174,3/7/20,purchase,121100,64183
174,3/5/20,visit,,
174,3/1/20,visit,,
308,3/6/20,visit,,
308,3/7/20,visit,,
308,3/6/20,visit,,
308,3/6/20,visit,,
308,3/4/20,visit,,
308,3/5/20,visit,,
308,3/3/20,visit,,
308,3/2/20,visit,,
308,3/7/20,visit,,
135,3/3/20,visit,,
135,3/1/20,visit,,
135,3/1/20,visit,,
135,3/7/20,visit,,
190,3/4/20,visit,,
190,3/4/20,visit,,
190,3/4/20,visit,,
190,3/3/20,visit,,
190,3/3/20,purchase,152000,68400
190,3/2/20,visit,,
190,3/3/20,visit,,
190,3/4/20,visit,,
190,3/2/20,visit,,
190,3/5/20,visit,,
232,3/4/20,visit,,
232,3/4/20,visit,,
354,3/4/20,visit,,
354,3/5/20,visit,,
354,3/7/20,visit,,
354,3/4/20,visit,,
354,3/6/20,visit,,
354,3/2/20,visit,,
354,3/7/20,visit,,
291,3/5/20,visit,,
291,3/2/20,visit,,
291,3/2/20,purchase,68300,23905
291,3/4/20,visit,,
265,3/5/20,visit,,
265,3/5/20,purchase,99500,30845
382,3/7/20,visit,,
382,3/5/20,visit,,
382,3/7/20,visit,,
382,3/7/20,visit,,
382,3/5/20,visit,,
382,3/6/20,visit,,
382,3/5/20,visit,,
382,3/3/20,visit,,
382,3/3/20,visit,,
382,3/3/20,purchase,76400,24448
69,3/5/20,visit,,
69,3/1/20,visit,,
337,3/7/20,visit,,
337,3/7/20,purchase,84200,50520
337,3/5/20,visit,,
337,3/6/20,visit,,
337,3/6/20,purchase,47700,13356
337,3/1/20,visit,,
337,3/6/20,visit,,
337,3/6/20,purchase,56700,31185
337,3/2/20,visit,,
337,3/4/20,visit,,
437,3/4/20,visit,,
437,3/4/20,purchase,51300,27189
437,3/7/20,visit,,
437,3/7/20,visit,,
437,3/7/20,visit,,
85,3/3/20,visit,,
85,3/7/20,visit,,
85,3/1/20,visit,,
